Passenger,Origin,Dest,Entry Time,Waiting Time,Boarding Time,Promise Board,Travel Time,Alighting Time,Promise Alight,Bus Selected,Bus Route Passengers,Bus Route Locations,Alight Difference,Board Difference
7,A,W,2009-01-01 09:07:18,00:13:38,2009-01-01 09:20:56,2009-01-01 09:43:18,00:24:00,2009-01-01 09:44:56,2009-01-01 10:07:18,5,"[7, 13, 21, -1, 13, 7, -1, 21]","['A', 'G', 'F', 'L', 'R', 'W', 'R', 'N']",00:22:22,00:22:22
41,H,L,2009-01-01 09:41:42,00:01:24,2009-01-01 09:43:06,2009-01-01 10:11:42,00:12:00,2009-01-01 09:55:06,2009-01-01 10:23:42,4,"[9, 41, 28, 41, 31, 42, 20, 9, 31, 20, -1, -1, 28, -1, 42]","['D', 'H', 'L', 'L', 'P', 'P', 'K', 'K', 'Q', 'V', 'R', 'N', 'O', 'I', 'H']",00:28:36,00:28:36
5,X,A,2009-01-01 09:02:48,00:23:41,2009-01-01 09:26:29,2009-01-01 09:38:48,00:30:00,2009-01-01 09:56:29,2009-01-01 10:02:48,2,"[5, -1, 25, -1, -1, 5, 25]","['X', 'R', 'Q', 'K', 'F', 'A', 'A']",00:06:19,00:12:19
25,Q,A,2009-01-01 09:26:29,00:12:00,2009-01-01 09:38:29,2009-01-01 10:08:29,00:18:00,2009-01-01 09:56:29,2009-01-01 10:26:29,2,"[5, -1, 25, -1, -1, 5, 25]","['X', 'R', 'Q', 'K', 'F', 'A', 'A']",00:30:00,00:30:00
22,I,S,2009-01-01 09:24:19,00:10:06,2009-01-01 09:34:25,2009-01-01 10:00:19,00:24:00,2009-01-01 09:58:25,2009-01-01 10:12:19,9,"[11, 22, 33, -1, -1, 22, 33, -1, 34, 11, 34]","['D', 'I', 'C', 'G', 'M', 'S', 'X', 'R', 'V', 'V', 'R']",00:13:54,00:25:54
16,U,B,2009-01-01 09:15:44,00:22:12,2009-01-01 09:37:56,2009-01-01 09:51:44,00:24:00,2009-01-01 10:01:56,2009-01-01 10:15:44,6,"[16, 23, 27, 36, 38, -1, -1, 15, 36, 16, -1, 27, 15, 23, 38]","['U', 'P', 'P', 'P', 'U', 'P', 'K', 'F', 'B', 'B', 'C', 'I', 'I', 'E', 'D']",00:13:48,00:13:48
36,P,B,2009-01-01 09:35:15,00:02:41,2009-01-01 09:37:56,2009-01-01 10:05:15,00:24:00,2009-01-01 10:01:56,2009-01-01 10:29:15,6,"[16, 23, 27, 36, 38, -1, -1, 15, 36, 16, -1, 27, 15, 23, 38]","['U', 'P', 'P', 'P', 'U', 'P', 'K', 'F', 'B', 'B', 'C', 'I', 'I', 'E', 'D']",00:27:19,00:27:19
24,W,A,2009-01-01 09:26:26,00:23:33,2009-01-01 09:49:59,2009-01-01 10:14:26,00:12:00,2009-01-01 10:01:59,2009-01-01 10:50:26,7,"[18, -1, -1, -1, 24, -1, -1, 46, 24, -1, -1, -1, 18, -1, 46]","['B', 'F', 'K', 'Q', 'W', 'Q', 'K', 'F', 'A', 'G', 'M', 'S', 'Y', 'S', 'O']",00:48:27,00:24:27
1,E,Y,2009-01-01 09:00:25,00:26:14,2009-01-01 09:26:39,2009-01-01 09:42:25,00:36:00,2009-01-01 10:02:39,2009-01-01 10:06:25,0,"[1, 26, -1, 26, -1, -1, 1]","['E', 'J', 'D', 'H', 'M', 'S', 'Y']",00:03:46,00:15:46
33,C,X,2009-01-01 09:32:46,00:07:39,2009-01-01 09:40:25,2009-01-01 10:08:46,00:24:00,2009-01-01 10:04:25,2009-01-01 10:32:46,9,"[11, 22, 33, -1, -1, 22, 33, -1, 34, 11, 34]","['D', 'I', 'C', 'G', 'M', 'S', 'X', 'R', 'V', 'V', 'R']",00:28:21,00:28:21
9,D,K,2009-01-01 09:10:46,00:32:20,2009-01-01 09:43:06,2009-01-01 09:52:46,00:24:00,2009-01-01 10:07:06,2009-01-01 10:10:46,4,"[9, 41, 28, 41, 31, 42, 20, 9, 31, 20, -1, -1, 28, -1, 42]","['D', 'H', 'L', 'L', 'P', 'P', 'K', 'K', 'Q', 'V', 'R', 'N', 'O', 'I', 'H']",00:03:40,00:09:40
14,N,W,2009-01-01 09:14:49,00:40:24,2009-01-01 09:55:13,2009-01-01 09:56:49,00:12:00,2009-01-01 10:07:13,2009-01-01 10:08:49,8,"[14, -1, 35, 48, 53, 14, 48, 53, -1, 37, 35, -1, -1, -1, 37]","['N', 'M', 'Q', 'W', 'W', 'W', 'V', 'R', 'S', 'Y', 'Y', 'S', 'M', 'G', 'B']",00:01:36,00:01:36
48,W,V,2009-01-01 09:52:40,00:14:33,2009-01-01 10:07:13,2009-01-01 10:34:40,00:06:00,2009-01-01 10:13:13,2009-01-01 10:40:40,8,"[14, -1, 35, 48, 53, 14, 48, 53, -1, 37, 35, -1, -1, -1, 37]","['N', 'M', 'Q', 'W', 'W', 'W', 'V', 'R', 'S', 'Y', 'Y', 'S', 'M', 'G', 'B']",00:27:27,00:27:27
43,T,L,2009-01-01 09:44:03,00:11:50,2009-01-01 09:55:53,2009-01-01 10:14:03,00:18:00,2009-01-01 10:13:53,2009-01-01 10:38:03,3,"[30, 43, 19, 54, 39, -1, 40, 43, 19, 30, -1, 39, 40, 54]","['T', 'T', 'Y', 'Y', 'X', 'R', 'L', 'L', 'K', 'K', 'G', 'C', 'D', 'D']",00:24:10,00:18:10
27,P,I,2009-01-01 09:27:12,00:10:44,2009-01-01 09:37:56,2009-01-01 10:03:12,00:36:00,2009-01-01 10:13:56,2009-01-01 10:33:12,6,"[16, 23, 27, 36, 38, -1, -1, 15, 36, 16, -1, 27, 15, 23, 38]","['U', 'P', 'P', 'P', 'U', 'P', 'K', 'F', 'B', 'B', 'C', 'I', 'I', 'E', 'D']",00:19:16,00:25:16
15,F,I,2009-01-01 09:15:14,00:40:42,2009-01-01 09:55:56,2009-01-01 09:57:14,00:18:00,2009-01-01 10:13:56,2009-01-01 10:15:14,6,"[16, 23, 27, 36, 38, -1, -1, 15, 36, 16, -1, 27, 15, 23, 38]","['U', 'P', 'P', 'P', 'U', 'P', 'K', 'F', 'B', 'B', 'C', 'I', 'I', 'E', 'D']",00:01:18,00:01:18
11,D,V,2009-01-01 09:11:09,00:23:16,2009-01-01 09:34:25,2009-01-01 09:53:09,00:42:00,2009-01-01 10:16:25,2009-01-01 10:17:09,9,"[11, 22, 33, -1, -1, 22, 33, -1, 34, 11, 34]","['D', 'I', 'C', 'G', 'M', 'S', 'X', 'R', 'V', 'V', 'R']",00:00:44,00:18:44
31,P,Q,2009-01-01 09:31:19,00:39:12,2009-01-01 10:10:31,2009-01-01 10:25:19,00:06:00,2009-01-01 10:16:31,2009-01-01 10:37:19,4,"[28, 31, 42, 20, 31, 20, -1, 68, 67, 28, -1, 42, 67, -1, -1, 68]","['L', 'P', 'P', 'K', 'Q', 'V', 'R', 'S', 'O', 'O', 'I', 'H', 'B', 'F', 'K', 'P']",00:20:48,00:14:48
47,S,J,2009-01-01 09:52:15,00:02:14,2009-01-01 09:54:29,2009-01-01 10:22:15,00:24:00,2009-01-01 10:18:29,2009-01-01 10:46:15,1,"[32, -1, -1, 29, 47, 50, 47, 49, 29, 32, -1, -1, 49, 50, -1, -1, -1, 51, -1, 51]","['A', 'G', 'M', 'S', 'S', 'N', 'J', 'E', 'E', 'E', 'I', 'N', 'T', 'Y', 'S', 'M', 'L', 'P', 'L', 'R']",00:27:46,00:27:46
52,D,H,2009-01-01 09:54:56,00:18:00,2009-01-01 10:12:56,2009-01-01 10:42:56,00:06:00,2009-01-01 10:18:56,2009-01-01 10:48:56,5,"[21, -1, 44, 52, 52, 21, -1, 45, 44, -1, -1, 45]","['F', 'B', 'C', 'D', 'H', 'N', 'M', 'Q', 'Q', 'M', 'I', 'E']",00:30:00,00:30:00
19,Y,K,2009-01-01 09:18:21,00:37:32,2009-01-01 09:55:53,2009-01-01 10:12:21,00:24:00,2009-01-01 10:19:53,2009-01-01 10:36:21,3,"[30, 43, 19, 54, 39, -1, 40, 43, 19, 30, -1, 39, 40, 54]","['T', 'T', 'Y', 'Y', 'X', 'R', 'L', 'L', 'K', 'K', 'G', 'C', 'D', 'D']",00:16:28,00:16:28
30,T,K,2009-01-01 09:31:07,00:24:46,2009-01-01 09:55:53,2009-01-01 10:07:07,00:24:00,2009-01-01 10:19:53,2009-01-01 10:37:07,3,"[30, 43, 19, 54, 39, -1, 40, 43, 19, 30, -1, 39, 40, 54]","['T', 'T', 'Y', 'Y', 'X', 'R', 'L', 'L', 'K', 'K', 'G', 'C', 'D', 'D']",00:17:14,00:11:14
23,P,E,2009-01-01 09:25:03,00:12:53,2009-01-01 09:37:56,2009-01-01 10:01:03,00:42:00,2009-01-01 10:19:56,2009-01-01 10:37:03,6,"[16, 23, 27, 36, 38, -1, -1, 15, 36, 16, -1, 27, 15, 23, 38]","['U', 'P', 'P', 'P', 'U', 'P', 'K', 'F', 'B', 'B', 'C', 'I', 'I', 'E', 'D']",00:17:07,00:23:07
53,W,R,2009-01-01 09:55:13,00:19:30,2009-01-01 10:14:43,2009-01-01 10:37:13,00:06:00,2009-01-01 10:20:43,2009-01-01 10:49:13,8,"[35, 53, 53, -1, 37, 73, 35, -1, -1, -1, 37, -1, -1, 73]","['Q', 'W', 'R', 'S', 'Y', 'Y', 'Y', 'S', 'M', 'G', 'B', 'C', 'D', 'E']",00:28:30,00:22:30
20,K,V,2009-01-01 09:19:21,00:51:10,2009-01-01 10:10:31,2009-01-01 10:13:21,00:12:00,2009-01-01 10:22:31,2009-01-01 10:25:21,4,"[28, 31, 42, 20, 31, 20, -1, 68, 67, 28, -1, 42, 67, -1, -1, 68]","['L', 'P', 'P', 'K', 'Q', 'V', 'R', 'S', 'O', 'O', 'I', 'H', 'B', 'F', 'K', 'P']",00:02:50,00:02:50
32,A,E,2009-01-01 09:31:53,00:22:36,2009-01-01 09:54:29,2009-01-01 10:01:53,00:30:00,2009-01-01 10:24:29,2009-01-01 10:37:53,1,"[32, -1, -1, 29, 47, 50, 47, 49, 29, 32, -1, -1, 49, 50, -1, -1, -1, 51, -1, 51]","['A', 'G', 'M', 'S', 'S', 'N', 'J', 'E', 'E', 'E', 'I', 'N', 'T', 'Y', 'S', 'M', 'L', 'P', 'L', 'R']",00:13:24,00:07:24
29,S,E,2009-01-01 09:31:05,00:23:24,2009-01-01 09:54:29,2009-01-01 10:19:05,00:30:00,2009-01-01 10:24:29,2009-01-01 10:37:05,1,"[32, -1, -1, 29, 47, 50, 47, 49, 29, 32, -1, -1, 49, 50, -1, -1, -1, 51, -1, 51]","['A', 'G', 'M', 'S', 'S', 'N', 'J', 'E', 'E', 'E', 'I', 'N', 'T', 'Y', 'S', 'M', 'L', 'P', 'L', 'R']",00:12:36,00:24:36
21,F,N,2009-01-01 09:20:56,00:34:00,2009-01-01 09:54:56,2009-01-01 09:56:56,00:30:00,2009-01-01 10:24:56,2009-01-01 10:26:56,5,"[21, -1, 44, 52, 52, 21, -1, 45, 44, -1, -1, 45]","['F', 'B', 'C', 'D', 'H', 'N', 'M', 'Q', 'Q', 'M', 'I', 'E']",00:02:00,00:02:00
38,U,D,2009-01-01 09:37:56,00:00:00,2009-01-01 09:37:56,2009-01-01 10:07:56,00:48:00,2009-01-01 10:25:56,2009-01-01 10:55:56,6,"[16, 23, 27, 36, 38, -1, -1, 15, 36, 16, -1, 27, 15, 23, 38]","['U', 'P', 'P', 'P', 'U', 'P', 'K', 'F', 'B', 'B', 'C', 'I', 'I', 'E', 'D']",00:30:00,00:30:00
18,B,Y,2009-01-01 09:17:52,00:32:07,2009-01-01 09:49:59,2009-01-01 09:53:52,00:36:00,2009-01-01 10:25:59,2009-01-01 10:29:52,7,"[18, -1, -1, -1, 24, -1, -1, 46, 24, -1, -1, -1, 18, -1, 46]","['B', 'F', 'K', 'Q', 'W', 'Q', 'K', 'F', 'A', 'G', 'M', 'S', 'Y', 'S', 'O']",00:03:53,00:03:53
39,X,C,2009-01-01 09:39:51,00:22:02,2009-01-01 10:01:53,2009-01-01 10:21:51,00:30:00,2009-01-01 10:31:53,2009-01-01 10:51:51,3,"[30, 43, 19, 54, 39, -1, 40, 43, 19, 30, -1, 39, 40, 54]","['T', 'T', 'Y', 'Y', 'X', 'R', 'L', 'L', 'K', 'K', 'G', 'C', 'D', 'D']",00:19:58,00:19:58
35,Q,Y,2009-01-01 09:34:53,00:39:50,2009-01-01 10:14:43,2009-01-01 10:22:53,00:18:00,2009-01-01 10:32:43,2009-01-01 10:40:53,8,"[35, 53, 53, -1, 37, 73, 35, -1, -1, -1, 37, -1, -1, 73]","['Q', 'W', 'R', 'S', 'Y', 'Y', 'Y', 'S', 'M', 'G', 'B', 'C', 'D', 'E']",00:08:10,00:08:10
44,C,Q,2009-01-01 09:46:17,00:20:39,2009-01-01 10:06:56,2009-01-01 10:46:17,00:30:00,2009-01-01 10:36:56,2009-01-01 11:04:17,5,"[21, -1, 44, 52, 52, 21, -1, 45, 44, -1, -1, 45]","['F', 'B', 'C', 'D', 'H', 'N', 'M', 'Q', 'Q', 'M', 'I', 'E']",00:27:21,00:39:21
54,Y,D,2009-01-01 09:55:53,00:00:00,2009-01-01 09:55:53,2009-01-01 10:25:53,00:42:00,2009-01-01 10:37:53,2009-01-01 11:07:53,3,"[30, 43, 19, 54, 39, -1, 40, 43, 19, 30, -1, 39, 40, 54]","['T', 'T', 'Y', 'Y', 'X', 'R', 'L', 'L', 'K', 'K', 'G', 'C', 'D', 'D']",00:30:00,00:30:00
40,L,D,2009-01-01 09:41:20,00:32:33,2009-01-01 10:13:53,2009-01-01 10:35:20,00:24:00,2009-01-01 10:37:53,2009-01-01 10:59:20,3,"[30, 43, 19, 54, 39, -1, 40, 43, 19, 30, -1, 39, 40, 54]","['T', 'T', 'Y', 'Y', 'X', 'R', 'L', 'L', 'K', 'K', 'G', 'C', 'D', 'D']",00:21:27,00:21:27
46,F,O,2009-01-01 09:49:59,00:06:00,2009-01-01 09:55:59,2009-01-01 10:25:59,00:42:00,2009-01-01 10:37:59,2009-01-01 11:07:59,7,"[18, -1, -1, -1, 24, -1, -1, 46, 24, -1, -1, -1, 18, -1, 46]","['B', 'F', 'K', 'Q', 'W', 'Q', 'K', 'F', 'A', 'G', 'M', 'S', 'Y', 'S', 'O']",00:30:00,00:30:00
49,E,T,2009-01-01 09:53:07,00:40:43,2009-01-01 10:33:50,2009-01-01 10:53:07,00:06:00,2009-01-01 10:39:50,2009-01-01 11:11:07,1,"[50, -1, 49, -1, 86, 88, 49, 50, -1, -1, 88, -1, -1, 51, 91, 86, -1, 51, 91]","['N', 'I', 'E', 'I', 'O', 'T', 'T', 'Y', 'S', 'M', 'I', 'H', 'L', 'P', 'U', 'U', 'Q', 'R', 'X']",00:31:17,00:19:17
34,V,R,2009-01-01 09:34:25,00:47:44,2009-01-01 10:22:09,2009-01-01 10:46:25,00:18:00,2009-01-01 10:40:09,2009-01-01 10:52:25,9,"[34, 80, 81, 34, 80, 81, -1, -1, 79, 82, -1, 82, -1, 79]","['V', 'Q', 'L', 'R', 'W', 'S', 'M', 'G', 'C', 'C', 'H', 'N', 'R', 'X']",00:12:16,00:24:16
28,L,O,2009-01-01 09:28:34,00:41:57,2009-01-01 10:10:31,2009-01-01 10:10:34,00:30:00,2009-01-01 10:40:31,2009-01-01 10:46:34,4,"[28, 31, 42, 20, 31, 20, -1, 68, 67, 28, -1, 42, 67, -1, -1, 68]","['L', 'P', 'P', 'K', 'Q', 'V', 'R', 'S', 'O', 'O', 'I', 'H', 'B', 'F', 'K', 'P']",00:06:03,00:00:03
55,S,R,2009-01-01 09:57:32,00:27:55,2009-01-01 10:25:27,2009-01-01 10:45:32,00:18:00,2009-01-01 10:43:27,2009-01-01 10:51:32,2,"[55, 56, 58, 64, 55, 63, 56, 64, 57, 62, -1, 87, 62, 87, -1, -1, 58, 57, -1, -1, 63]","['S', 'T', 'T', 'X', 'R', 'Q', 'Q', 'Q', 'V', 'V', 'P', 'L', 'F', 'F', 'B', 'C', 'D', 'D', 'H', 'N', 'T']",00:08:05,00:20:05
50,N,Y,2009-01-01 09:53:23,00:40:27,2009-01-01 10:33:50,2009-01-01 10:41:23,00:12:00,2009-01-01 10:45:50,2009-01-01 11:17:23,1,"[50, -1, 49, -1, 86, 88, 49, 50, -1, -1, 88, -1, -1, 51, 91, 86, -1, 51, 91]","['N', 'I', 'E', 'I', 'O', 'T', 'T', 'Y', 'S', 'M', 'I', 'H', 'L', 'P', 'U', 'U', 'Q', 'R', 'X']",00:31:33,00:07:33
80,Q,W,2009-01-01 10:17:13,00:10:56,2009-01-01 10:28:09,2009-01-01 10:53:13,00:18:00,2009-01-01 10:46:09,2009-01-01 11:05:13,9,"[34, 80, 81, 34, 80, 81, -1, -1, 79, 82, -1, 82, -1, 79]","['V', 'Q', 'L', 'R', 'W', 'S', 'M', 'G', 'C', 'C', 'H', 'N', 'R', 'X']",00:19:04,00:25:04
56,T,Q,2009-01-01 09:59:41,00:31:46,2009-01-01 10:31:27,2009-01-01 10:53:41,00:18:00,2009-01-01 10:49:27,2009-01-01 11:11:41,2,"[55, 56, 58, 64, 55, 63, 56, 64, 57, 62, -1, 87, 62, 87, -1, -1, 58, 57, -1, -1, 63]","['S', 'T', 'T', 'X', 'R', 'Q', 'Q', 'Q', 'V', 'V', 'P', 'L', 'F', 'F', 'B', 'C', 'D', 'D', 'H', 'N', 'T']",00:22:14,00:22:14
64,X,Q,2009-01-01 10:06:50,00:30:37,2009-01-01 10:37:27,2009-01-01 11:06:50,00:12:00,2009-01-01 10:49:27,2009-01-01 11:24:50,2,"[55, 56, 58, 64, 55, 63, 56, 64, 57, 62, -1, 87, 62, 87, -1, -1, 58, 57, -1, -1, 63]","['S', 'T', 'T', 'X', 'R', 'Q', 'Q', 'Q', 'V', 'V', 'P', 'L', 'F', 'F', 'B', 'C', 'D', 'D', 'H', 'N', 'T']",00:35:23,00:29:23
81,L,S,2009-01-01 10:21:31,00:12:38,2009-01-01 10:34:09,2009-01-01 11:03:31,00:18:00,2009-01-01 10:52:09,2009-01-01 11:21:31,9,"[34, 80, 81, 34, 80, 81, -1, -1, 79, 82, -1, 82, -1, 79]","['V', 'Q', 'L', 'R', 'W', 'S', 'M', 'G', 'C', 'C', 'H', 'N', 'R', 'X']",00:29:22,00:29:22
88,T,I,2009-01-01 10:25:43,00:20:43,2009-01-01 10:46:26,2009-01-01 11:07:43,00:06:00,2009-01-01 10:52:26,2009-01-01 11:31:43,1,"[86, 88, -1, 88, -1, -1, 51, 98, 91, 86, -1, 51, 91, -1, -1, 98]","['O', 'T', 'N', 'I', 'H', 'L', 'P', 'P', 'U', 'U', 'Q', 'R', 'X', 'R', 'M', 'I']",00:39:17,00:21:17
42,P,H,2009-01-01 09:43:06,00:27:25,2009-01-01 10:10:31,2009-01-01 10:31:06,00:42:00,2009-01-01 10:52:31,2009-01-01 11:19:06,4,"[28, 31, 42, 20, 31, 20, -1, 68, 67, 28, -1, 42, 67, -1, -1, 68]","['L', 'P', 'P', 'K', 'Q', 'V', 'R', 'S', 'O', 'O', 'I', 'H', 'B', 'F', 'K', 'P']",00:26:35,00:20:35
37,Y,B,2009-01-01 09:35:22,00:57:21,2009-01-01 10:32:43,2009-01-01 10:35:22,00:24:00,2009-01-01 10:56:43,2009-01-01 10:59:22,8,"[35, 53, 53, -1, 37, 73, 35, -1, -1, -1, 37, -1, -1, 73]","['Q', 'W', 'R', 'S', 'Y', 'Y', 'Y', 'S', 'M', 'G', 'B', 'C', 'D', 'E']",00:02:39,00:02:39
90,E,X,2009-01-01 10:31:00,00:06:00,2009-01-01 10:37:00,2009-01-01 11:07:00,00:24:00,2009-01-01 11:01:00,2009-01-01 11:31:00,6,"[-1, 90, -1, -1, 89, 90, -1, -1, -1, 89]","['I', 'E', 'I', 'N', 'T', 'X', 'R', 'L', 'H', 'D']",00:30:00,00:30:00
92,O,T,2009-01-01 10:39:23,00:18:41,2009-01-01 10:58:04,2009-01-01 11:21:23,00:06:00,2009-01-01 11:04:04,2009-01-01 11:27:23,3,"[-1, 92, 99, 92, 103, 94, 99, 103, -1, 94, 100, 106, -1, 106, -1, -1, 100, 102, 104, 102, 104]","['I', 'O', 'O', 'T', 'X', 'W', 'W', 'S', 'M', 'Q', 'K', 'K', 'P', 'V', 'Q', 'M', 'I', 'E', 'E', 'I', 'I']",00:23:19,00:23:19
121,A,F,2009-01-01 11:00:39,00:00:00,2009-01-01 11:00:39,2009-01-01 11:30:39,00:06:00,2009-01-01 11:06:39,2009-01-01 11:36:39,7,"[105, 121, 97, 121, -1, 93, 116, 105, 116, 93, 108, 97, 95, 96, 107, 95, 112, 108, 96, -1, 107, -1, -1, -1, 112]","['A', 'A', 'F', 'F', 'B', 'C', 'C', 'C', 'G', 'K', 'P', 'P', 'V', 'V', 'R', 'R', 'S', 'N', 'T', 'N', 'J', 'I', 'M', 'Q', 'U']",00:30:00,00:30:00
45,Q,E,2009-01-01 09:46:23,01:04:00,2009-01-01 10:50:23,2009-01-01 10:52:23,00:18:00,2009-01-01 11:08:23,2009-01-01 11:10:23,5,"[45, -1, -1, 45, -1, -1, 101, -1, -1, 101]","['Q', 'M', 'I', 'E', 'D', 'C', 'B', 'C', 'D', 'E']",00:02:00,00:02:00
59,J,F,2009-01-01 10:02:49,00:38:58,2009-01-01 10:41:47,2009-01-01 10:50:49,00:30:00,2009-01-01 11:11:47,2009-01-01 11:14:49,0,"[65, -1, -1, 59, -1, 85, 60, 61, 59, 60, 61, -1, -1, -1, 66, 65, -1, 85, -1, 66]","['Y', 'S', 'N', 'J', 'N', 'R', 'L', 'G', 'F', 'B', 'A', 'F', 'K', 'P', 'U', 'U', 'Q', 'W', 'Q', 'L']",00:03:02,00:09:02
87,L,F,2009-01-01 10:25:27,00:42:00,2009-01-01 11:07:27,2009-01-01 11:37:27,00:06:00,2009-01-01 11:13:27,2009-01-01 11:43:27,2,"[55, 56, 58, 64, 55, 63, 56, 64, 57, 62, -1, 87, 62, 87, -1, -1, 58, 57, -1, -1, 63]","['S', 'T', 'T', 'X', 'R', 'Q', 'Q', 'Q', 'V', 'V', 'P', 'L', 'F', 'F', 'B', 'C', 'D', 'D', 'H', 'N', 'T']",00:30:00,00:30:00
62,V,F,2009-01-01 10:04:07,00:51:20,2009-01-01 10:55:27,2009-01-01 11:16:07,00:18:00,2009-01-01 11:13:27,2009-01-01 11:34:07,2,"[55, 56, 58, 64, 55, 63, 56, 64, 57, 62, -1, 87, 62, 87, -1, -1, 58, 57, -1, -1, 63]","['S', 'T', 'T', 'X', 'R', 'Q', 'Q', 'Q', 'V', 'V', 'P', 'L', 'F', 'F', 'B', 'C', 'D', 'D', 'H', 'N', 'T']",00:20:40,00:20:40
99,O,W,2009-01-01 10:48:50,00:09:14,2009-01-01 10:58:04,2009-01-01 11:24:50,00:18:00,2009-01-01 11:16:04,2009-01-01 11:42:50,3,"[-1, 92, 99, 92, 103, 94, 99, 103, -1, 94, 100, 106, -1, 106, -1, -1, 100, 102, 104, 102, 104]","['I', 'O', 'O', 'T', 'X', 'W', 'W', 'S', 'M', 'Q', 'K', 'K', 'P', 'V', 'Q', 'M', 'I', 'E', 'E', 'I', 'I']",00:26:46,00:26:46
60,L,B,2009-01-01 10:03:29,00:56:18,2009-01-01 10:59:47,2009-01-01 11:09:29,00:18:00,2009-01-01 11:17:47,2009-01-01 11:21:29,0,"[65, -1, -1, 59, -1, 85, 60, 61, 59, 60, 61, -1, -1, -1, 66, 65, -1, 85, -1, 66]","['Y', 'S', 'N', 'J', 'N', 'R', 'L', 'G', 'F', 'B', 'A', 'F', 'K', 'P', 'U', 'U', 'Q', 'W', 'Q', 'L']",00:03:42,00:09:42
110,O,I,2009-01-01 10:53:44,00:06:36,2009-01-01 11:00:20,2009-01-01 11:23:44,00:18:00,2009-01-01 11:18:20,2009-01-01 11:35:44,1,"[86, 110, 109, 113, 110, 118, -1, 51, 98, 91, 86, -1, 51, 91, -1, -1, 98, -1, -1, 113, 109, 118]","['O', 'O', 'J', 'D', 'I', 'M', 'L', 'P', 'P', 'U', 'U', 'Q', 'R', 'X', 'R', 'M', 'I', 'C', 'B', 'A', 'A', 'A']",00:17:24,00:23:24
